Date,Price,Property Type,Location,Bedrooms,Bathrooms,Parking,Garden,Lease Length,Contact,Quarter
May 2024,"€ 3,320",House,Dublin City North - Dublin 3,3 Bedrooms,2 Bathrooms,No,Yes,12 months,Estate Agent,Q2
May 2024,"€ 4,540 per month",House,Dublin City South - Dublin 20,3 Bedrooms,1 Bathroom,Yes,Yes,12.0,Estate Agent,Q2
May 2024,"€ 2,010",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,12.0,Owner,Q2
May 2024,"€ 2,520 per month",House,Dublin City South - Dublin 14,4,1,N,???,12 months,Estate Agent,Q2
May 2024,"€ 1,140 per month",Apartment,Dublin City North - Dublin 1,1,1 Bathroom,N,No,12.0,Estate Agent,Q2
May 2024,"€ 2,640",Apartment,Dublin City South - Dublin 18,3,2 Bathrooms,Yes,No,12 months,Estate Agent,Q2
May 2024,"€ 2,860",House,Dublin City North - Dublin 11,1 Bedroom,2,No,No,12 months,Estate Agent,Q2
May 2024,"€ 1,990",Apartment,Dublin City North - Dublin 7,2,1 Bathroom,???,No,12 months,Estate Agent,Q2
May 2024,"€ 1,980",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q2
May 2024,"€ 1,160",Apartment,Dublin City South - Dublin 12,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q2
May 2024,"€ 4,170 per month",House,Dublin City South - Dublin 24,3 Bedrooms,1 Bathroom,???,Yes,12 months,Estate Agent,Q2
May 2024,"€ 1,010",Apartment,Dublin City South - Dublin 24,1,1 Bathroom,N,No,12 months,Estate Agent,Q2
May 2024,"€ 1,920",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q2
May 2024,"€ 1,900",Apartment,Dublin City North - Dublin 1,1,2 Bathrooms,Yes,No,12 months,Estate Agent,Q2
May 2024,"€ 1,740",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,???,No,12 months,Owner,Q2
May 2024,"€ 4,250 per month",House,North Co Dublin,3,2 Bathrooms,Yes,Yes,3.0,Estate Agent,Q2
May 2024,"€ 1,850 per month",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,Yes,No,???,Estate Agent,Q2
May 2024,"€ 3,610",House,Dublin City South - Dublin 20,3,2 Bathrooms,No,Yes,???,Estate Agent,Q2
May 2024,"€3,930.00",House,Dublin City South - Dublin 24,3 Bedrooms,1 Bathroom,No,Yes,3 months,Estate Agent,Q2
May 2024,"€ 1,120",Apartment,Dublin City North - Dublin 5,1,2 Bathrooms,No,No,3 months,Estate Agent,Q2
May 2024,"€ 2,350",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,Yes,???,12 months,Estate Agent,Q2
May 2024,"€ 1,590 per month",Apartment,Dublin City South - Dublin 22,1 Bedroom,1 Bathroom,Yes,No,12 months,Owner,Q2
May 2024,"€ 2,160",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q2
May 2024,"€ 1,330",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,12 months,Owner,Q2
May 2024,"€ 2,220",Apartment,Dublin City South - Dublin 2,2 Bedrooms,2 Bathrooms,Y,No,12 months,Estate Agent,Q2
May 2024,"€ 5,720",House,North Co Dublin,2,1 Bathroom,Yes,Yes,3 months,Estate Agent,Q2
May 2024,"€ 3,320 per month",House,Dublin City South - Dublin 18,4,2 Bathrooms,Yes,Yes,12 months,Owner,Q2
May 2024,"€ 1,710",Apartment,Dublin City South - Dublin 14,1 Bedroom,2 Bathrooms,Yes,No,6 months,Estate Agent,Q2
May 2024,"€3,010.00 per month",Apartment,Dublin City North - Dublin 1,2,1,No,No,12 months,Owner,Q2
May 2024,"€ 1,480 per month",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,???,No,12 months,Estate Agent,Q2
May 2024,"€ 1,890",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,12 months,Owner,Q2
May 2024,"€ 2,670",Apartment,Dublin City South - Dublin 18,2,2 Bathrooms,No,No,6 months,Estate Agent,Q2
May 2024,"€ 2,520",Apartment,Dublin City South - Dublin 8,2 Bedrooms,1 Bathroom,No,???,12 months,Owner,Q2
May 2024,"€ 1,990",House,Dublin City South - Dublin 18,3 Bedrooms,1,No,No,???,Estate Agent,Q2
May 2024,"€ 2,320",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,No,No,12.0,Estate Agent,Q2
May 2024,"€ 4,250",Apartment,Dublin City North - Dublin 1,3 Bedrooms,1 Bathroom,Yes,No,12.0,Estate Agent,Q2
May 2024,"€ 2,360",Apartment,Dublin City South - Dublin 12,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q2
May 2024,"€ 2,830",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,12 months,Owner,Q2
May 2024,"€ 1,550",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,No,No,6 months,Estate Agent,Q2
May 2024,"€ 1,820",Apartment,Dublin City North - Dublin 1,2,1 Bathroom,No,No,6 months,Estate Agent,Q2
May 2024,"€ 3,430",House,North Co Dublin,3 Bedrooms,2 Bathrooms,No,Yes,3 months,Estate Agent,Q2
May 2024,"€5,660.00",House,Dublin City South - Dublin 6W,5,1,???,Yes,12 months,Estate Agent,Q2
May 2024,"€ 1,450",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q2
May 2024,"€ 2,130 per month",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,No,No,12 months,Estate Agent,Q2
May 2024,"€ 2,420",Apartment,Dublin City North - Dublin 3,3 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q2
May 2024,"€ 1,210",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,N,No,12.0,Estate Agent,Q2
May 2024,"€ 4,290",House,South Co Dublin,3 Bedrooms,2 Bathrooms,Y,Yes,6.0,Owner,Q2
May 2024,"€4,240.00",House,Dublin City South - Dublin 22,1,2 Bathrooms,Yes,No,3 months,Estate Agent,Q2
May 2024,"€ 2,070 per month",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,12 months,Owner,Q2
May 2024,€ 870,Apartment,Dublin City South - Dublin 24,1,1,No,No,12 months,Owner,Q2
May 2024,"€ 1,670",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,No,No,3 months,Estate Agent,Q2
May 2024,"€ 1,150",Apartment,Dublin City South - Dublin 4,1,1 Bathroom,No,No,12 months,Owner,Q2
May 2024,"€ 2,760",Apartment,Dublin City South - Dublin 18,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q2
May 2024,"€ 2,960 per month",Apartment,Dublin City North - Dublin 11,3 Bedrooms,1,Yes,No,12 months,Estate Agent,Q2
May 2024,"€ 2,920",House,Dublin City South - Dublin 18,4 Bedrooms,2 Bathrooms,Yes,Yes,3 months,Estate Agent,Q2
May 2024,"€ 6,300",House,South Co Dublin,3 Bedrooms,2 Bathrooms,Y,Yes,3 months,Owner,Q2
May 2024,"€ 2,410",Apartment,Dublin City South - Dublin 2,2,2,No,N,12 months,Estate Agent,Q2
May 2024,"€ 1,830",Apartment,Dublin City North - Dublin 1,1,1 Bathroom,???,No,12 months,Estate Agent,Q2
May 2024,"€ 4,930",House,Dublin City South - Dublin 2,3 Bedrooms,1 Bathroom,Yes,Yes,12 months,Owner,Q2
May 2024,"€ 3,530",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,???,3.0,Owner,Q2
May 2024,"€4,670.00 per month",Apartment,Dublin City South - Dublin 2,3 Bedrooms,1 Bathroom,Yes,No,6 months,Owner,Q2
May 2024,"€ 2,360 per month",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q2
May 2024,"€2,070.00",Apartment,Dublin City North - Dublin 3,2 Bedrooms,1,No,???,12 months,Estate Agent,Q2
May 2024,"€1,320.00",Apartment,Dublin City North - Dublin 1,1 Bedroom,1,No,No,12.0,Estate Agent,Q2
May 2024,"€ 3,820",Apartment,Dublin City North - Dublin 15,3,1,No,No,6 months,Estate Agent,Q2
May 2024,"€ 5,250 per month",House,Dublin City South - Dublin 10,3 Bedrooms,1 Bathroom,Yes,???,3 months,Estate Agent,Q2
May 2024,"€ 1,580",Apartment,Dublin City North - Dublin 1,1,1 Bathroom,N,No,12 months,Owner,Q2
May 2024,"€ 6,400",House,Dublin City South - Dublin 8,3,2,Yes,???,3 months,Owner,Q2
May 2024,€ 890,Apartment,Dublin City North - Dublin 1,1,1 Bathroom,Y,No,12 months,Estate Agent,Q2
May 2024,"€ 4,570",Apartment,Dublin City North - Dublin 13,3,2 Bathrooms,No,???,12 months,Estate Agent,Q2
May 2024,"€ 1,450",Apartment,Dublin City North - Dublin 9,1 Bedroom,1 Bathroom,???,No,12 months,Estate Agent,Q2
May 2024,"€5,730.00 per month",House,Dublin City South - Dublin 22,3 Bedrooms,1 Bathroom,Yes,Yes,3 months,Estate Agent,Q2
May 2024,"€ 1,200",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,Yes,???,12 months,Owner,Q2
May 2024,"€ 1,920",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,3 months,Estate Agent,Q2
May 2024,"€ 2,310 per month",Apartment,Dublin City South - Dublin 16,2 Bedrooms,1 Bathroom,No,No,12 months,Owner,Q2
May 2024,"€ 4,680",House,Dublin City South - Dublin 12,3 Bedrooms,2 Bathrooms,Yes,Yes,6 months,Estate Agent,Q2
May 2024,€980.00,Apartment,North Co Dublin,1 Bedroom,1,No,No,6 months,Estate Agent,Q2
May 2024,"€ 1,880",Apartment,Dublin City North - Dublin 3,1 Bedroom,1 Bathroom,No,No,12 months,Owner,Q2
May 2024,"€ 1,740",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,No,No,12.0,Owner,Q2
May 2024,"€ 2,800",Apartment,Dublin City North - Dublin 1,2,2 Bathrooms,No,No,12 months,Estate Agent,Q2
May 2024,"€ 5,760",House,Dublin City South - Dublin 2,3 Bedrooms,2 Bathrooms,Y,Yes,6 months,Owner,Q2
May 2024,€ 880,Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,No,???,12 months,Owner,Q2
May 2024,"€ 1,760",Apartment,Dublin City North - Dublin 1,1 Bedroom,1,Yes,No,6 months,Estate Agent,Q2
May 2024,"€1,120.00",Apartment,Dublin City South - Dublin 12,1,1 Bathroom,No,No,12 months,Estate Agent,Q2
May 2024,€ 980,Apartment,Dublin City South - Dublin 12,2 Bedrooms,2,Yes,No,12 months,Owner,Q2
May 2024,"€ 2,020 per month",Apartment,Dublin City North - Dublin 17,2 Bedrooms,2,No,N,12 months,Owner,Q2
May 2024,"€ 1,800 per month",Apartment,Dublin City North - Dublin 15,1,2 Bathrooms,No,No,???,Estate Agent,Q2
May 2024,"€ 1,450 per month",Apartment,South Co Dublin,2,2 Bathrooms,Yes,No,6 months,Estate Agent,Q2
May 2024,"€ 1,510",Apartment,Dublin City South - Dublin 20,3 Bedrooms,2 Bathrooms,???,No,12.0,Estate Agent,Q2
May 2024,"€ 6,260",House,Dublin City South - Dublin 4,3 Bedrooms,1 Bathroom,No,Yes,12 months,Estate Agent,Q2
May 2024,"€ 1,010",Apartment,Dublin City South - Dublin 24,1 Bedroom,2 Bathrooms,Yes,No,12 months,Estate Agent,Q2
May 2024,"€ 4,250",House,Dublin City North - Dublin 1,3 Bedrooms,1 Bathroom,Yes,Yes,12 months,Estate Agent,Q2
May 2024,"€ 1,460 per month",Apartment,Dublin City North - Dublin 11,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q2
May 2024,"€ 2,580",Apartment,Dublin City South - Dublin 16,2 Bedrooms,1 Bathroom,N,No,6 months,Estate Agent,Q2
May 2024,"€ 3,580",House,Dublin City North - Dublin 1,4 Bedrooms,3,Yes,Yes,12 months,Owner,Q2
May 2024,"€ 2,070 per month",Apartment,Dublin City North - Dublin 3,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q2
May 2024,"€ 1,740",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,No,No,12 months,Estate Agent,Q2
May 2024,"€ 1,440",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,???,No,6 months,Owner,Q2
May 2024,"€ 5,030 per month",House,Dublin City North - Dublin 15,4,1,Yes,Yes,3 months,Estate Agent,Q2
May 2024,"€ 4,380",House,Dublin City South - Dublin 24,3,1 Bathroom,N,???,3 months,Estate Agent,Q2
May 2024,"€ 2,990",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q2
May 2024,"€ 3,230",House,Dublin City South - Dublin 22,3 Bedrooms,2 Bathrooms,No,Yes,12 months,Owner,Q2
May 2024,"€ 1,800",Apartment,Dublin City North - Dublin 11,2,2 Bathrooms,N,No,12.0,Estate Agent,Q2
May 2024,"€1,860.00",Apartment,Dublin City North - Dublin 1,1,2 Bathrooms,No,No,12.0,Owner,Q2
May 2024,"€ 2,550",House,Dublin City South - Dublin 22,3,2,Yes,Yes,???,Estate Agent,Q2
May 2024,"€ 1,650",Apartment,Dublin City South - Dublin 18,2 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q2
May 2024,"€ 2,510",Apartment,Dublin City North - Dublin 11,2 Bedrooms,1 Bathroom,No,No,6.0,Estate Agent,Q2
May 2024,"€ 3,810",House,Dublin City North - Dublin 5,1,1 Bathroom,No,Yes,6 months,Owner,Q2
May 2024,"€ 2,400",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,12 months,Owner,Q2
May 2024,"€ 2,500",House,Dublin City South - Dublin 6W,4 Bedrooms,3 Bathrooms,Yes,Y,6 months,Owner,Q2
May 2024,"€ 1,510",Apartment,Dublin City North - Dublin 11,1,1 Bathroom,No,No,12.0,Owner,Q2
May 2024,"€ 4,350",House,Dublin City South - Dublin 20,3 Bedrooms,2 Bathrooms,No,Yes,6 months,Owner,Q2
May 2024,€ 790,Apartment,Dublin City South - Dublin 14,1,1 Bathroom,No,No,12 months,Estate Agent,Q2
May 2024,"€ 1,250",Apartment,North Co Dublin,1,1,???,???,12 months,Owner,Q2
May 2024,"€2,350.00",Apartment,Dublin City South - Dublin 14,2,1 Bathroom,No,No,12 months,Owner,Q2
May 2024,"€ 2,970",House,Dublin City South - Dublin 4,3 Bedrooms,2,???,Yes,12 months,Owner,Q2
May 2024,"€ 1,730",Apartment,Dublin City South - Dublin 16,1 Bedroom,1 Bathroom,No,No,6.0,Estate Agent,Q2
May 2024,"€ 1,450",Apartment,Dublin City North - Dublin 1,2,1 Bathroom,???,No,12 months,Estate Agent,Q2
May 2024,"€ 1,190",Apartment,Dublin City North - Dublin 1,1,1 Bathroom,Yes,No,3 months,Estate Agent,Q2
May 2024,"€ 4,930",House,Dublin City South - Dublin 22,4 Bedrooms,3 Bathrooms,No,Yes,12 months,Owner,Q2
May 2024,"€5,200.00",House,Dublin City North - Dublin 11,1 Bedroom,2 Bathrooms,N,Yes,3 months,Estate Agent,Q2
May 2024,"€ 5,460",House,Dublin City South - Dublin 6,4 Bedrooms,3 Bathrooms,Yes,Yes,6 months,Estate Agent,Q2
May 2024,"€ 2,760",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,12 months,Owner,Q2
May 2024,"€ 1,060",Apartment,Dublin City South - Dublin 2,1,1 Bathroom,Yes,No,12 months,Estate Agent,Q2
May 2024,"€1,420.00",Apartment,Dublin City South - Dublin 2,2 Bedrooms,2 Bathrooms,No,No,12.0,Estate Agent,Q2
May 2024,"€ 1,850 per month",Apartment,Dublin City South - Dublin 20,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q2
May 2024,"€ 1,120",Apartment,Dublin City South - Dublin 16,2 Bedrooms,1 Bathroom,No,No,12 months,Owner,Q2
May 2024,"€ 1,350",Apartment,Dublin City North - Dublin 7,2 Bedrooms,1 Bathroom,No,No,6 months,Estate Agent,Q2
May 2024,"€ 4,600",House,Dublin City South - Dublin 14,2 Bedrooms,1 Bathroom,Yes,Y,12 months,Owner,Q2
May 2024,"€ 2,400",Apartment,Dublin City South - Dublin 4,2 Bedrooms,1 Bathroom,No,No,6 months,Estate Agent,Q2
May 2024,"€ 1,610 per month",Apartment,Dublin City South - Dublin 12,1 Bedroom,2,No,No,3 months,Estate Agent,Q2
May 2024,"€ 1,120",Apartment,Dublin City North - Dublin 13,1 Bedroom,1 Bathroom,???,No,12 months,Estate Agent,Q2
May 2024,"€ 3,970",House,Dublin City South - Dublin 2,5,3,No,Y,12 months,Owner,Q2
May 2024,"€ 5,170",Apartment,Dublin City North - Dublin 1,3 Bedrooms,1,N,No,12 months,Estate Agent,Q2
May 2024,"€ 1,850 per month",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1,Yes,No,12 months,Estate Agent,Q2
May 2024,"€ 1,560 per month",Apartment,Dublin City South - Dublin 8,2,2 Bathrooms,Yes,No,12.0,Estate Agent,Q2
May 2024,"€3,010.00",Apartment,Dublin City South - Dublin 4,2,2 Bathrooms,N,No,12 months,Estate Agent,Q2
May 2024,"€ 1,590",Apartment,Dublin City South - Dublin 2,1 Bedroom,1,No,No,12 months,Estate Agent,Q2
May 2024,"€1,710.00",Apartment,Dublin City South - Dublin 6,1 Bedroom,1 Bathroom,No,No,6 months,Estate Agent,Q2
May 2024,"€5,710.00",Apartment,Dublin City North - Dublin 1,3,1 Bathroom,Yes,No,3 months,Estate Agent,Q2
May 2024,"€ 1,650",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,12 months,Owner,Q2
May 2024,"€ 5,970",Apartment,Dublin City North - Dublin 1,3 Bedrooms,1,N,???,3 months,Owner,Q2
May 2024,"€ 3,030",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,N,12 months,Estate Agent,Q2
May 2024,"€2,240.00 per month",Apartment,Dublin City South - Dublin 4,1 Bedroom,1 Bathroom,No,No,3 months,Estate Agent,Q2
May 2024,"€ 2,430 per month",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q2
May 2024,€ 870,Apartment,Dublin City South - Dublin 24,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q2
May 2024,"€ 2,020",House,North Co Dublin,2 Bedrooms,2 Bathrooms,Yes,???,12 months,Estate Agent,Q2
May 2024,"€ 2,290 per month",Apartment,Dublin City South - Dublin 2,2,1 Bathroom,N,No,12 months,Owner,Q2
May 2024,"€ 1,090",Apartment,Dublin City South - Dublin 6W,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q2
May 2024,"€ 2,120 per month",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,???,12 months,Estate Agent,Q2
May 2024,"€ 4,480 per month",House,Dublin City South - Dublin 6,4,3,Yes,Yes,12 months,Estate Agent,Q2
May 2024,"€ 1,410",Apartment,Dublin City North - Dublin 13,1,1 Bathroom,Yes,No,12.0,Owner,Q2
May 2024,"€ 4,460 per month",House,North Co Dublin,3 Bedrooms,2 Bathrooms,Yes,Y,6 months,Owner,Q2
May 2024,"€ 2,350",House,Dublin City North - Dublin 11,4 Bedrooms,1,N,Yes,12.0,Estate Agent,Q2
May 2024,"€ 1,660",Apartment,Dublin City South - Dublin 2,1,1 Bathroom,Yes,N,12 months,Owner,Q2
May 2024,"€ 1,160",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,???,No,12 months,Estate Agent,Q2
May 2024,"€ 5,070",House,Dublin City North - Dublin 5,3 Bedrooms,1 Bathroom,No,Yes,3.0,Estate Agent,Q2
May 2024,"€ 1,760",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,???,N,12 months,Estate Agent,Q2
May 2024,"€ 5,120 per month",House,Dublin City North - Dublin 9,2 Bedrooms,2 Bathrooms,Y,Yes,6 months,Owner,Q2
May 2024,"€ 2,430",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,Yes,No,???,Estate Agent,Q2
May 2024,"€ 2,050",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,N,No,12 months,Estate Agent,Q2
June 2024,"€ 1,030",Apartment,Dublin City North - Dublin 17,2 Bedrooms,2 Bathrooms,???,No,12 months,Estate Agent,Q2
June 2024,"€ 2,870",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,N,12 months,Owner,Q2
June 2024,"€ 1,580",Apartment,South Co Dublin,1 Bedroom,2,No,No,12 months,Estate Agent,Q2
June 2024,"€ 7,100",House,Dublin City South - Dublin 2,5 Bedrooms,3 Bathrooms,No,Yes,3 months,Owner,Q2
June 2024,"€ 2,080",Apartment,North Co Dublin,2 Bedrooms,1 Bathroom,No,No,12 months,Owner,Q2
June 2024,"€ 2,050 per month",Apartment,Dublin City North - Dublin 1,2,1,No,???,12 months,Owner,Q2
June 2024,"€ 1,720",Apartment,Dublin City South - Dublin 2,1,1 Bathroom,No,No,12 months,Owner,Q2
June 2024,"€ 1,470",Apartment,Dublin City South - Dublin 22,1,1 Bathroom,Yes,No,12 months,Estate Agent,Q2
June 2024,"€ 4,370 per month",House,Dublin City North - Dublin 17,3 Bedrooms,1 Bathroom,Y,Yes,12 months,Estate Agent,Q2
June 2024,"€ 1,900",Apartment,Dublin City North - Dublin 1,1 Bedroom,2,No,No,12 months,Estate Agent,Q2
June 2024,"€ 2,510 per month",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1,No,???,12 months,Estate Agent,Q2
June 2024,"€ 1,510",Apartment,Dublin City North - Dublin 5,2,1 Bathroom,No,No,12 months,Estate Agent,Q2
June 2024,"€ 2,380",Apartment,Dublin City North - Dublin 3,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q2
June 2024,"€ 3,250",House,Dublin City North - Dublin 7,3 Bedrooms,1 Bathroom,No,Y,12 months,Estate Agent,Q2
June 2024,"€ 1,500",Apartment,Dublin City South - Dublin 2,1 Bedroom,2,Yes,No,12.0,Owner,Q2
June 2024,"€ 1,160",Apartment,Dublin City South - Dublin 22,1 Bedroom,2 Bathrooms,No,No,12.0,Estate Agent,Q2
June 2024,"€ 1,020",Apartment,Dublin City South - Dublin 24,1 Bedroom,1,Y,No,12 months,Owner,Q2
June 2024,"€ 2,130",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,No,N,12 months,Estate Agent,Q2
June 2024,"€ 1,410",Apartment,Dublin City South - Dublin 18,2 Bedrooms,2 Bathrooms,No,No,12 months,Owner,Q2
June 2024,"€ 2,230",Apartment,Dublin City North - Dublin 1,1,1,No,No,12 months,Estate Agent,Q2
June 2024,"€ 5,950",House,Dublin City South - Dublin 4,1 Bedroom,2 Bathrooms,Yes,???,12 months,Estate Agent,Q2
June 2024,"€ 4,640",House,Dublin City South - Dublin 18,4 Bedrooms,3 Bathrooms,Yes,Yes,6 months,Owner,Q2
June 2024,"€ 4,060",House,Dublin City South - Dublin 6W,4 Bedrooms,3,Yes,Yes,12 months,Owner,Q2
June 2024,"€ 5,610 per month",House,Dublin City South - Dublin 14,5 Bedrooms,3,Yes,Yes,3 months,Estate Agent,Q2
June 2024,"€ 1,280 per month",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,No,N,12 months,Estate Agent,Q2
June 2024,"€3,050.00 per month",House,Dublin City North - Dublin 17,3 Bedrooms,1,No,Y,6 months,Owner,Q2
June 2024,"€ 3,540",Apartment,Dublin City North - Dublin 1,3 Bedrooms,1 Bathroom,Yes,No,12.0,Owner,Q2
June 2024,"€ 3,220",House,Dublin City South - Dublin 16,4 Bedrooms,2,Yes,Yes,???,Owner,Q2
June 2024,"€ 1,770",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,Yes,N,12 months,Estate Agent,Q2
June 2024,"€ 2,180",House,Dublin City South - Dublin 16,4 Bedrooms,1 Bathroom,Yes,Yes,12 months,Estate Agent,Q2
June 2024,"€ 1,430",Apartment,Dublin City South - Dublin 8,1 Bedroom,2,No,No,12 months,Estate Agent,Q2
June 2024,€ 760,Apartment,Dublin City South - Dublin 16,1 Bedroom,2 Bathrooms,No,No,12 months,Estate Agent,Q2
June 2024,"€ 1,280",Apartment,Dublin City North - Dublin 17,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q2
June 2024,"€ 1,730",Apartment,Dublin City South - Dublin 14,1 Bedroom,1 Bathroom,N,No,6 months,Estate Agent,Q2
June 2024,"€ 2,040",Apartment,Dublin City South - Dublin 8,2,1 Bathroom,No,No,6 months,Owner,Q2
June 2024,€ 760,Apartment,Dublin City North - Dublin 15,1,2,N,No,6 months,Estate Agent,Q2
June 2024,"€ 1,790",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,Yes,No,12 months,Estate Agent,Q2
June 2024,"€1,670.00",Apartment,Dublin City South - Dublin 16,1 Bedroom,2 Bathrooms,No,No,12 months,Estate Agent,Q2
